,Thoothukudi,Tiruchchirappalli,Tirunelveli Kattabo,Tiruvannamalai,Vellore,Villupuram,Virudhunagar,Ariyalur,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kancheepuram,Kanniyakumari,Karur,Madurai,Nagapattinam,Namakkal,Nilgiris,Perambalur,Pudukkottai,Ramanathapuram,Salem,Sivaganga,Thanjavur,Theni,Thiruvallur,Thiruvarur
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5171578,4.665147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-02,0.0,6.9489,0.0,8.948324,8.937875,8.367418,0.0,0.0,1.1372154,0.0,7.218028,6.1172295,2.9420547,3.1705225,4.9738393,5.0781345,4.619566,0.0,0.0,5.3877544,0.0,8.457625,0.0,0.0,7.8149014,0.0,0.0,0.0,5.502849,0.0
2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8539207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.771576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-04,0.0,6.0390244,0.0,22.419296,12.670478,35.93237,0.0,25.524914,23.03808,5.055831,34.746853,9.130276,0.0,7.3611417,23.51512,0.0,0.0,0.0,26.02104,7.0076957,3.5632784,15.076355,0.0,0.0,11.130413,0.0,24.300076,0.0,14.69241,22.480562
2011-01-05,0.0,3.1519175,0.0,1.959959,2.3207552,12.467964,0.0,0.0,0.0,9.003607,14.781046,0.0,0.0,6.202961,0.0,0.0,0.0,0.0,22.969461,0.0,10.916548,5.3095098,0.0,0.0,4.7331405,0.0,16.080421,0.0,2.8871064,21.590786
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7875614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-07,0.0,11.835483,0.0,3.4593267,3.2972512,4.5322185,0.0,0.0,7.1855607,9.743988,8.2438135,5.7134366,6.3431783,7.452356,5.3042474,0.0,5.662699,0.0,8.15507,12.429925,14.2180195,11.867092,0.0,0.0,11.890611,0.0,0.0,0.0,5.0523553,0.0
2011-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5601217,9.153502,0.0,0.0,0.0,0.0,2.3385255,0.0,0.0,0.0,4.6082273,0.0,0.0,0.0,0.0,2.1612651,0.0,0.0,0.0,0.0,0.0,4.122602
2011-01-09,9.013922,12.099525,11.950017,1.898566,1.3341501,9.215193,18.62038,7.500433,3.165247,24.440105,9.279281,0.0,27.202862,7.778908,6.7847953,8.897128,10.99219,19.79268,32.605053,9.803024,0.0,12.072516,13.944121,17.752777,8.602435,14.356721,16.289848,32.90689,4.454131,27.765797
2011-01-10,5.6241217,12.460161,11.062887,0.0,0.0,6.888294,8.766433,15.603251,0.0,7.991117,9.339724,0.0,11.150703,6.8030124,0.0,8.769735,7.9476166,9.236848,15.687707,7.4681735,0.0,10.628581,9.999954,6.7488127,0.0,5.4332933,15.255966,15.764522,0.0,8.845294
2011-01-11,2.4917543,0.0,1.766587,0.0,0.0,0.0,0.0,2.7017787,0.0,0.0,1.9835671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2372503,0.0,2.5859163,0.8857638,0.0,0.0,0.0
2011-01-12,8.599257,2.0755258,27.481604,0.0,0.0,0.0,15.453796,0.0,0.0,0.0,0.0,0.0,5.7894707,0.0,0.0,28.623451,0.0,12.72042,6.496661,0.0,0.0,0.0,8.11234,8.547637,0.0,8.405688,7.815313,14.542363,0.0,6.0740833
2011-01-13,11.070002,6.553581,14.812172,0.0,0.0,0.0,7.282288,8.204901,0.0,0.0,11.4907,0.0,1.9372022,0.0,0.0,14.514643,0.0,3.3420167,22.457792,0.0,0.0,8.886143,10.18364,11.406617,0.0,9.818535,9.2987,0.0,0.0,16.597837
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-15,0.0,2.1797376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8727674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6840116,0.0,1.8763566,0.0,0.0,1.5794544,0.0,0.0,0.0,0.0,0.0
2011-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.565307,0.0,1.2543677,0.0,2.9548743,0.0,0.0,0.0,0.0,0.0,0.0,5.1119223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6974697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.230475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-28,5.6080737,0.0,3.6102767,0.0,0.0,0.0,2.783297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.031127,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4644527,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-31,6.217662,0.0,5.540813,0.0,0.0,0.0,4.601298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886383,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,6.6252136,0.0,0.0,0.0,0.0,0.0,0.0,3.4860945,0.0,0.0,3.4394581,0.0,0.0,0.0,0.0,18.855865,0.0,0.0,10.964855,0.0,0.0,2.0104027,0.0,11.498336,0.0,0.0,13.110735,0.0,0.0,14.300099
2011-02-02,30.2781,3.537275,25.953203,0.0,0.5251939,5.801903,8.615755,6.8455153,6.1402187,1.5629284,10.712958,0.0,5.4980755,1.4768605,6.2453027,38.71607,5.091749,7.040008,24.832844,4.21581,0.0,6.012264,8.85549,25.081442,0.0,20.638485,10.284703,3.1456153,4.9033337,25.287561
2011-02-03,9.802049,6.0176787,16.263407,0.0,0.0,0.0,7.2756314,9.852168,0.0,0.0,6.890895,0.0,6.6311474,0.0,3.655586,9.552503,5.2761817,3.891667,9.633898,0.0,0.0,7.1252484,4.5242357,8.787527,0.0,2.2032099,10.35387,7.3084846,4.8085136,15.587201
2011-02-04,0.0,11.51999,0.0,0.0,0.0,5.578705,0.0,13.2486315,0.0,0.0,7.834807,0.0,0.28842327,0.0,0.0,0.0,5.132357,0.0,19.208237,15.191856,0.0,6.6192203,20.404726,11.649833,6.275835,14.251273,20.378727,0.0,0.0,20.804531
2011-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-07,6.6657715,0.0,4.800056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115202814,0.0,0.0,0.0,0.0,6.788378,22.791548,0.0,5.613978,0.0,0.0,0.0,0.0
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.093345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1543077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-20,0.0,0.0,0.0,0.0,0.0,0.0,8.271585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.560222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8193865,0.0,0.0
2011-02-21,33.06027,10.870373,32.12359,0.0,2.3165529,0.0,24.79984,8.258773,0.0,12.391502,9.378582,3.0964017,24.664112,0.0,0.0,41.4975,0.0,14.607938,9.397206,0.0,0.0,0.0,4.624695,29.129147,3.5594041,18.75001,7.505876,25.170256,3.8957152,3.3803494
2011-02-22,10.209576,6.780484,25.956839,9.277238,4.411986,10.020197,8.973472,3.5227265,2.9401326,26.318066,6.773764,3.2164018,8.159079,5.7814555,8.431007,40.533733,2.9173183,7.9875517,10.573522,6.1119423,51.103508,5.557222,8.54458,6.278073,4.4631815,8.186046,5.3123617,12.515492,4.2723265,9.175446
2011-02-23,4.769462,5.925659,18.78266,6.3486724,5.3461914,7.2507167,20.255224,0.0,0.0,15.88458,3.6800673,9.173528,6.13224,24.089745,1.7021196,24.912613,2.8616772,18.283115,0.0,7.6476955,29.809774,7.054349,0.0,3.934332,10.192957,0.7614376,0.0,19.189316,1.3813611,0.0
2011-02-24,11.519933,2.4661543,38.45874,0.0,0.0,0.0,19.263447,0.0,0.0,14.083127,0.0,0.0,16.17835,3.4708157,0.0,38.670986,1.6965377,24.144344,2.711105,0.0,0.0,0.0,7.545223,12.01085,0.0,11.870849,3.756503,26.658491,0.0,5.02124
2011-02-25,0.0,0.0,18.881931,0.0,0.0,0.0,13.913907,0.0,0.0,0.0,0.0,4.806053,0.0,4.509998,0.0,7.3653283,0.0,0.0,5.3017497,2.6371062,0.0,0.0,0.0,8.358327,4.7325244,0.0,0.0,20.14832,0.0,0.0
2011-02-26,0.0,0.0,24.616611,0.0,0.0,0.0,0.0,0.0,0.0,25.222471,0.0,7.9202647,0.0,20.711687,0.0,13.164275,0.0,0.0,4.9835567,0.0,37.3084,0.0,0.0,0.0,4.8171077,0.0,2.7656868,0.0,0.0,5.220525
2011-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,4.0786552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2756443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1583,0.0
2011-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,0.0,0.0,1.0358235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-05,0.0,0.0,0.0,0.0,0.98542976,0.0,0.0,0.0,0.0,0.0,0.0,0.15813231,0.0,0.0,0.0,2.55536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13242391,0.0,0.0,0.0,0.0,0.0
2011-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6364155,0.0,0.0,0.0,2.0684896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-12,0.0,4.9110203,0.0,0.0,0.0,0.0,0.0,5.0311146,0.0,0.0,3.1188211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7173777,0.0,0.0,5.619171,0.0,0.0,4.1672783,0.0,4.687352,0.0,0.0,2.828898
2011-03-13,0.0,0.0,12.570245,0.0,0.0,0.0,10.676904,2.7354753,0.0,4.1403084,0.0,0.0,0.0,0.0,0.0,11.627072,0.0,0.0,3.754641,0.0,6.480843,0.0,0.0,0.0,0.0,0.0,2.8644428,10.692675,0.0,3.7658103
2011-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6696687
2011-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-20,0.0,1.3510741,0.0,0.0,0.0,0.0,0.0,1.4025635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4817442,0.0,0.0,0.0,0.0,0.9030441,0.0,0.0,0.0
2011-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-22,0.0,0.0,8.383529,0.0,0.0,0.0,8.129392,0.0,0.0,7.7977414,0.0,0.0,0.0,0.0,0.0,4.5751233,0.0,7.6998806,0.0,0.0,7.7907248,0.0,0.0,0.0,0.0,0.0,0.0,9.348741,0.0,0.0
2011-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-24,0.0,0.0,16.211523,0.0,0.0,0.0,9.032928,4.3475294,0.0,16.248484,0.0,0.0,16.19029,0.0,0.0,0.0,0.0,7.6998806,0.0,0.0,26.288235,0.0,0.0,0.0,0.0,0.0,5.396384,17.389502,0.0,5.092967
2011-03-25,6.6298676,8.671739,13.054333,0.0,0.0,0.0,17.203394,1.7689174,0.0,29.86074,0.0,8.971948,24.164944,19.016323,0.0,0.0,8.427815,16.603987,0.0,9.846737,40.56346,2.1594248,7.418465,5.323845,10.206029,7.151666,0.0,27.084322,0.0,0.0
2011-03-26,5.836425,1.446757,15.864726,5.368225,7.0823727,0.0,20.354475,0.0,0.0,12.03807,0.0,5.8859363,13.9662285,2.2196882,0.0,5.7638626,1.3996881,17.291471,0.0,0.0,8.116891,0.0,1.6212072,5.792399,4.360775,6.0277977,0.0,27.33903,0.0,0.0
2011-03-27,0.0,0.0,12.920242,2.8280702,4.581038,0.0,5.875469,0.0,0.0,0.0,0.0,7.3521767,0.0,1.4958521,0.0,20.32633,0.0,0.0,0.0,0.0,6.838519,0.0,0.0,0.0,7.4992647,5.853761,0.0,6.2740135,4.4549465,0.0
2011-03-28,0.0,0.0,4.3313637,0.0,0.0,0.0,0.0,0.0,0.0,9.554936,0.0,0.0,0.0,0.0,0.0,6.898556,0.0,0.0,0.0,0.0,2.205435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-29,0.0,0.0,6.3483315,0.0,0.0,0.0,8.070575,0.0,0.0,3.151668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-30,0.0,0.0,0.0,0.0,2.525213,3.413241,0.0,0.0,0.0,0.0,0.0,2.9245605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2058032,0.0,0.0,0.0,0.0,0.0
2011-03-31,0.0,1.3798898,0.0,1.2363002,2.525213,3.413241,0.0,0.0,0.0,0.0,0.0,2.9245605,0.0,0.0,1.148154,0.0,0.0,0.0,0.0,0.0,0.0,2.6612976,0.0,0.0,3.2058032,0.0,0.0,0.0,1.1487336,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-02,0.0,0.0,5.6060576,0.0,0.0,0.0,0.0,0.0,0.0,2.4701493,0.0,2.5206497,0.0,1.2921418,0.0,0.0,0.0,0.0,0.0,0.0,10.010522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-03,1.996375,0.0,5.555511,0.0,1.0243763,0.0,0.0,0.0,0.0,16.200087,0.0,5.053897,11.493558,5.616756,0.0,4.3911676,3.4842126,1.4128569,0.0,3.8499615,5.578824,0.0,0.0,0.0,3.830461,0.0,0.0,14.338485,0.0,0.0
2011-04-04,0.0,0.0,0.0,1.4482683,3.2672775,2.9485662,0.0,0.0,0.0,0.0,0.0,2.4056528,0.0,0.0,3.620585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4346178,0.0,0.0,0.0,5.286789,0.0
2011-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5593746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.227663,0.0,0.0,0.0,0.0,7.934773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5173435,0.0,0.0
2011-04-09,12.88157,0.0,26.953407,0.0,0.0,0.0,9.813971,0.0,0.0,20.53489,0.0,0.0,11.347669,2.644132,0.0,22.118282,0.0,0.0,0.0,0.0,5.7604213,0.0,0.0,0.0,0.0,0.0,0.0,18.390982,0.0,0.0
2011-04-10,7.056949,0.0,8.775555,0.0,0.0,0.0,7.032987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.235843,0.0,0.0,0.0,0.0,0.0,0.0,4.6726213,8.819151,0.0,7.300873,0.0,0.0,0.0,0.0
2011-04-11,14.213276,4.653116,27.656462,0.0,0.0,0.0,27.08402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.760365,0.0,0.0,7.037927,0.0,4.632258,11.9650345,0.0,7.8099866,0.0,26.02882,0.0,0.0
2011-04-12,8.866715,0.0,29.580122,0.0,0.0,0.0,11.101501,0.0,0.0,0.0,0.0,0.0,5.8413982,0.0,0.0,30.930063,0.0,5.6707363,0.0,0.0,2.5498023,0.0,0.0,2.7521303,0.0,0.0,0.0,17.002348,0.0,0.0
